number,air_pressure.,air_temp.,avg_wind_direction.,avg_wind_speed.,max_wind_direction.,max_wind_speed.,relative_humidity.
381,918.48,66.542,90.9,3.467257,89.4,4.4067718,20.64
382,921.11,63.968,36.1,3.2883018,57.2,4.026492,26.6
383,918.6370623,73.42994491,181.4674754,1.024885233,186.3940328,1.634550395,12.96076068
384,922.1838463,54.79058849,48.07333865,6.611144735,65.08397128,8.528633998,19.40615365
385,913.07,57.614,217.2,2.5501116,239.7,3.2211936,76.67
386,913.32,79.214,95.9,2.8409138,129.1,4.1159696,17.69
387,914.63,55.4,191.1,5.368656,199.6,6.4200178,91.49
388,915.71,78.044,53.1,4.2725554,72.7,5.1897008,26.53
389,916.5,74.588,101.2,1.8342908,132.4,2.5948504,33.73
390,914.1317359,82.58315211,120.8103396,2.577089777,139.2395463,3.399743453,19.91117711
391,920,68.054,197.1,4.6752046,209.6,6.151585,14.5
392,919.58,62.114,192.3,4.5633576,207.6,5.6594582,76.03
393,921.6436746,68.89438461,194.7975764,3.37330212,216.3793584,4.520630245,17.9856135
394,917.3966172,78.69746778,134.9097068,2.637338559,40.85169294,3.771115841,22.81590461
395,922.254438,61.78811046,282.2708711,1.866895169,232.5231382,2.425626104,8.596749102
396,917.1,58.64,185.3,10.2451852,191.3,11.5873492,28.13
397,924.08,60.08,54.2,18.9245124,72.1,23.5549782,13.13
398,917.7,56.264,199.3,3.5567346,211.8,4.697574,75.16
399,925.63,59.882,42.7,15.099345,63.1,19.8863966,13.05
400,916.7370565,77.37667411,184.1935057,3.334137998,201.3326117,4.048377157,31.21607683
401,921.5105339,60.51021538,45.95311769,20.72438109,58.41830375,25.52754984,11.45801709
402,912.98,46.994,190.2,5.6594582,202.6,6.822667,91.33
403,912.3,74.552,164.4,3.7580592,182.8,4.809421,34.16
404,923.8,59.972,209.4,3.0422384,242.1,4.3396636,32.3
405,924.16,61.88,111.8,3.4448876,119,4.809421,15.21
406,920.91,66.416,198.1,4.0712308,210.7,4.8317904,13.42
407,918.69,48.902,200.4,4.47388,222.1,6.0844768,77.7
408,921.8,53.492,305.9,3.0869772,275.6,4.2054472,23.67
409,,67.85383333,65.88061552,4.32859364,78.57092328,5.216734221,18.48738543
410,923.95,48.182,28.9,4.1830778,44.7,5.144962,74.21
411,922.8084455,60.06418129,136.5277702,3.378980958,148.027201,5.268364379,19.82925713
412,922.99,59.486,137.5,3.3777794,147.2,5.2791784,19.84
413,926.77,65.696,47.7,9.9096442,65.6,12.7281886,11.4
414,922.2,58.298,41.3,4.6752046,55.8,5.7489358,32.4
415,915.3,51.512,179.4,5.0778538,186.5,5.7489358,68.52
416,918.5111396,77.62439967,127.5615123,2.130714809,45.58529595,2.858198612,16.13129142
417,921.2386105,68.19483703,50.44668658,14.30845427,62.71109452,17.23625393,17.41872379
418,915.03,72.428,162,2.3711564,190.8,3.3106712,43.19
419,918.3,64.886,140.6,3.7580592,90.6,4.809421,36.04
420,917.0147568,82.08455393,205.6387433,1.273779328,239.6828346,1.857727387,17.8492157
421,918.37,65.318,188.3,6.2186932,209.7,7.5608572,20.46
422,920.64,53.888,42,14.763804,64.9,19.4390086,19.11
423,921.09,70.124,182.8,2.908022,204.5,3.5343652,43.95
424,915.3,80.276,148.7,1.342164,145.6,1.789552,19.27
425,923.8339962,68.39986219,57.12574792,13.09782124,78.70342491,17.16838282,9.777602566
426,919.39,65.876,184.8,3.9593838,192.8,4.809421,48.17
427,919.09,56.174,21.7,5.3239172,40.6,6.375279,40.08
428,914.36,59.918,175.3,4.8765292,187.8,5.8607828,74.25
429,920.11,61.142,236.7,3.6238428,188,4.6528352,28.64
430,914.1065881,73.76724585,219.0630267,1.503156618,124.8099219,2.218642107,25.06369772
431,920.5354071,68.68930518,47.5565148,13.00492854,65.87394081,16.72353156,10.28910353
432,919.01,60.044,147.8,2.348787,62.9,2.908022,28.47
433,919.5797521,68.56876297,71.32360231,5.442571736,80.382763,6.483478103,9.021708209
434,918.16,72.32,206.2,2.125093,242.8,2.9751302,44.85
435,922.9187405,59.52882277,45.5093643,17.68292319,61.04871813,22.03106575,12.96527314
436,916.1,76.352,138.6,5.033115,161.6,5.7713052,30.93
437,923.1567033,69.84222257,197.226282,5.676675693,215.1934067,6.981690518,14.91156137
438,915.91,41.864,160.8,2.908022,82.9,4.697574,91.6
439,917.2,54.392,60.6,7.7621818,73.7,9.059607,20.89
440,917.83,73.04,145.4,2.8185444,38.3,4.1607084,25.4
441,918.78,73.148,36.3,2.2816788,46.7,2.7738056,26.27
442,920.9570212,65.23695711,75.12130184,3.891116646,92.48473081,5.187466809,9.161148737
443,917.58,63.968,161.8,0.8724066,139.8,1.565858,22.38
444,923.9946532,71.86255895,227.5375897,2.994232455,227.5390245,3.957259197,15.61895456
445,920.5189681,68.66170684,55.41630533,15.95716198,74.70511718,20.64466684,14.45057228
446,914.9,72.14,89.8,1.5882274,59.1,2.2816788,18.78
447,919.6439977,64.23715803,88.58946569,16.04767469,112.3313129,19.95423401,18.27250895
448,921.86,54.176,215.2,4.0712308,242.5,5.5476112,20.78
449,918.7814078,75.2646836,291.5432172,2.096383108,153.0930703,2.803396893,22.68373007
450,922.7179767,72.05570529,67.91932314,6.522739585,92.21717612,8.328620917,12.99786028
451,918.36,56.714,49.8,1.4092722,85.8,2.013246,62.89
452,920.5630801,73.25469603,68.45091185,4.491629747,99.30064156,5.952553282,12.10284365
453,922.1634285,60.73776658,62.9966711,5.583109569,75.09161548,6.742180977,26.81209698
454,920.4,81.914,56.3,9.6859502,74.1,12.2584312,8
455,918.3,83.894,62.2,2.7066974,74.6,3.35541,19.12
456,918.8,80.384,189.6,1.7671826,80.3,2.7738056,24.59
457,920.57,65.138,308.5,2.013246,123.5,2.7514362,17.16
458,919.63724,76.10327975,175.3678679,3.411109146,43.43943164,4.85849741,26.61881505
459,918.26,82.4,211.6,2.0579848,88.9,2.9527608,10.76
460,916.3,63.302,184.8,6.1292156,201.2,7.6950736,13.83
461,915.6,87.314,15.5,3.2883018,45.3,4.6304658,23.16
462,918.79,52.232,201,4.809421,214.9,6.0844768,32.08
463,918.65,73.184,174.1,8.276678,185.3,10.1557076,47.53
464,916.33,68.414,170,6.2410626,183.5,7.5832266,31.22
465,915.64,66.47,181.5,9.3727786,187.4,10.2004464,14.71
466,913.83,52.286,175.2,5.5028724,182,6.3529096,52.37
467,922.1,54.14,85,1.4316416,94.8,1.901399,90.84
468,915.2,66.56,48.9,4.47388,59.9,5.2120702,38.4
469,918.6,56.948,157,1.5434886,160,2.348787,64.72
470,917.1,52.088,173.8,3.2883018,201,4.9883762,90.58
471,917.4,74.048,182.1,3.0869772,201.1,3.8922756,36.13
472,914.61,49.442,178.9,6.2858014,190.2,7.5161184,79.46
473,920.32,65.462,48,14.875651,64.1,18.4100162,8.04
474,908.97,48.686,147.7,8.0082452,183.1,10.5807262,91.89
475,922.2399667,74.33019242,144.7258731,1.163097198,95.82487527,1.833570672,14.73920053
476,917.18,62.834,186.3,3.2211936,197.7,4.026492,36.63
477,915.3745951,72.99481725,214.8930543,2.200839329,231.1044261,2.89063635,27.03081148
478,920.9692432,69.01193103,197.2028375,4.468167476,210.0370592,5.892788595,14.29432506
479,918.94,46.634,260.2,2.7738056,287.2,4.0041226,76.02
480,917.3344109,67.00316846,66.15487161,4.738371951,79.24146525,5.786874214,18.72097432
481,915.55,73.76,182.4,9.3727786,193.4,10.9386366,31.7
482,915.7,60.512,79.1,8.2319392,88.3,9.4398868,16.79
483,920.8,65.084,75.5,4.0936002,92.3,5.4581336,8.8
484,923.63,53.744,54.4,2.8409138,87.7,4.0488614,33.72
485,918.49,69.512,149.5,1.9237684,155.5,2.7066974,52.4
486,919.19,73.904,68.8,3.1988242,103.8,4.4515106,11.49
487,920.59,47.804,127.6,2.2816788,156.9,2.9751302,79.3
488,922.1314417,59.93227386,166.2371166,2.167788868,195.8876278,3.042690663,12.01768407
489,922.98,63.374,125.3,3.6462122,98.6,5.4133948,15.84
490,917.4,77.234,230.7,1.8566602,201.8,2.6395892,14.31
491,921.1399556,61.71375643,110.3750925,4.025592225,53.62885584,4.831773845,23.58245375
492,920.66,70.556,47.3,11.9228902,66.9,15.7480576,11.59
493,913.63,45.356,185.6,9.6412114,197.2,11.743935,64.9
494,915.6,70.286,121.7,1.7671826,165.3,2.5277422,52.36
495,916.23,65.822,165.5,7.3371632,183,9.9096442,40.51
496,919.9806643,64.09209944,51.97141163,22.09173287,73.35195724,27.53505969,12.64710564
497,921.36,47.048,46,11.9452596,67.7,15.6362106,22.52
498,912.65,68.27,123.2,1.677705,175.3,2.684328,53.18
499,919.5,79.862,97.7,1.4763804,144.4,2.23694,8.48
500,923.72,58.208,191.2,4.8317904,99.5,7.493749,20.94
501,922.5730654,58.73324309,55.14842036,18.40590898,75.26140119,23.63748329,10.75368011
502,914.95,39.524,274.2,2.1698318,263,2.8632832,91.23
503,919.7381606,67.4327443,147.4708815,1.157775334,129.9818192,1.899000036,15.44118585
504,920.02,81.644,209.2,1.901399,70.4,2.8856526,29.46
505,922.6394891,72.48003163,68.51617261,5.106287101,75.84320379,5.952700857,10.81813497
506,917.29,78.206,51.5,7.1805774,68,9.1938234,21.87
507,914.62,66.128,172.4,7.6503348,187,9.5964726,46.7
508,917.36,60.512,179.9,3.6462122,198.5,4.5409882,74.44
509,918.9775162,53.63588118,47.48905237,7.650124863,64.48678172,9.535366158,23.89933272
510,918.09,68.864,54.8,16.5086172,73.4,21.2285606,16.43
511,912.99,64.58,172.6,7.0239916,183.7,8.6793272,44.78
512,919.52,62.24,294.2,2.0803542,232.8,3.1764548,39.3
513,917.2,75.614,138.3,1.9461378,128.2,2.7290668,62.54
514,923.27,63.554,78.9,10.5583568,80.2,15.099345,18.67
515,923.6,51.98,307.4,2.9527608,282.9,3.579104,26.22
516,917.4,45.122,215.5,8.1872004,225.4,9.6412114,91.48
517,920.57,53.6,100.1,4.697574,,6.2858014,79.88
518,922.47,50.36,181.1,7.3371632,191.4,8.724066,82.83
519,916.25,55.67,176.4,6.6660812,188.2,,72.55
520,917.33,79.808,198.9,1.9908766,225.8,2.7738056,28.4
521,921.73,57.776,80.6,2.1027236,58.8,2.6619586,23.93
522,922.1416622,66.77042766,149.6426422,3.602571205,178.1139633,5.038349176,11.48071642
523,917.9848317,75.88228356,173.4286689,2.987343292,191.898915,3.683273091,13.93021141
524,917.4,69.926,197.7,4.4515106,214.6,5.6594582,70.84
525,917.4,61.916,251.8,1.7671826,267.4,2.3264176,20.56
526,920.86,66.938,75.4,2.684328,89,3.4448876,17.45
527,917.12,57.398,136.7,1.4987498,100.2,2.125093,51.03
528,920.67,66.056,137.5,1.8342908,46.8,2.4382646,12.57
529,915.5,57.632,188.2,2.4158952,203.7,3.35541,61.65
530,915.31,78.872,212.4,1.6553356,189.8,2.0803542,26.95
531,914.13,49.712,177.7,3.3777794,189.8,3.9817532,90.11
532,913.27,40.1,190.4,12.9295132,201.4,14.9203898,81.45
533,915.87,76.55,224.5,2.1698318,215.8,2.908022,38.72
534,919.42,53.114,199.6,5.8831522,211,7.1358386,67.91
535,913.7,44.33,206,1.7448132,216.5,2.4830034,73.7
536,920.97,59.72,55.5,12.079476,73.7,14.9651286,17.82
537,921.6156984,76.02907552,173.8211847,1.367872031,202.9050699,1.840100132,14.78937917
538,921.17,59.342,180.8,6.822667,190.4,8.2543086,31.23
539,923.5524394,59.60851581,54.53203112,18.74295527,73.20677041,23.58386229,12.29807758
540,921.409125,60.84921067,43.46135747,21.3141794,54.94142903,25.60532544,11.83467852
541,921.4802306,59.68368863,47.12968346,16.57727206,60.80172983,20.11195953,17.09469792
542,922.8088856,68.74555103,198.2709474,4.191824642,209.1927438,5.236938698,11.97821747
543,921.65,62.87,56.7,10.7149426,77.3,13.7124422,21.11
544,923.4182873,60.4350343,52.16396102,17.74318973,66.75539768,22.62984599,10.43861097
545,917.69,54.824,201.1,2.125093,222.8,2.7514362,90.67
546,,42.746,251.1,12.9295132,274.4,17.6047178,87.87
547,922.2663561,64.18310635,55.8724506,10.16769248,78.99805134,13.32638791,14.35572063
548,914.4,79.916,174.4,3.9370144,190.8,4.8988986,25.39
549,918.8654987,69.16907875,45.36711473,3.808706671,82.24797775,5.44993317,14.75482484
550,915.8085372,73.21752188,215.6293677,2.179238163,232.5468761,2.867685111,28.50887012
551,920.87,42.692,209.6,5.3239172,217.5,6.0173686,92.1
552,920.2881549,75.76523686,91.57883166,1.271150431,88.19448437,1.897493631,13.22288158
553,922.9620356,62.13138749,195.1266938,4.370476525,204.8885108,5.240068616,17.92168895
554,921.02,73.706,70.9,4.1159696,78,4.7423128,9.35
555,921.22,57.524,56,17.9402588,78.1,23.711564,8.62
556,921.44,61.214,200.5,5.5028724,211.2,7.0910998,13.32
557,917.61,73.022,42.3,4.3396636,64.2,5.59235,6.09
558,915.3,69.53,74.5,1.2974252,95.3,1.677705,23.64
559,922.5,66.74,71.4,1.901399,94.3,2.5277422,12.71
560,922.1741306,62.26758356,47.96625159,16.55276044,63.66874203,20.40892228,15.09448694
561,916.83,80.798,193.8,1.9461378,218.7,2.684328,44.38
562,925.7586492,72.55406499,52.84790635,12.34832177,69.30661872,15.15950372,15.43108526
563,912.5,57.398,123.7,2.6619586,133.8,3.8699062,67.2
564,917.4619004,55.51162424,61.02658021,7.933056319,73.80912517,9.239358118,20.61421094
565,909.86,54.14,159.7,18.7231878,187.9,24.4721236,90
566,918.3553107,64.17368536,53.75770786,14.55859776,72.16820019,17.26493412,19.50949951
567,914.86,48.038,183.6,5.0554844,193,5.9949992,78.99
568,919,69.818,238,1.677705,269.3,2.1698318,69.99
569,921.61,64.868,65.3,11.7663044,82,15.211192,13.22
570,910.34,50.72,174.7,10.7820508,192.7,13.3992706,87.7
571,920.3347769,83.00420473,53.8869959,13.70887679,75.04058694,17.17209332,25.64781918
572,919.4,69.854,119.4,1.006623,158.7,1.9237684,26.49
573,922.7024588,56.99410834,46.2728257,6.004598502,58.30156365,7.924999488,14.41260501
574,923.48,64.472,52.4,9.4846256,67.8,12.079476,12
575,916.64,68.9,195,2.9527608,208,3.6685816,26.01
576,922.473233,66.63978421,71.48565452,1.991812146,94.19293185,2.631926885,12.68992472
577,920.0755911,69.34875007,45.66998109,21.1083898,63.63827344,26.65959626,15.27325813
578,916.7,69.476,302.1,2.1027236,292.8,2.9303914,19.36
579,915.4454464,70.61219232,215.3871566,2.003131628,121.9049451,2.994472967,25.16638737
580,923.634017,62.56051173,62.93070015,13.15324274,87.40077591,17.55082378,16.48667949
581,916.87,67.604,66.3,4.4067718,79.2,5.3462866,18.75
582,917.8482865,72.35953393,174.7154322,2.916904476,191.9762547,3.579044651,13.03427371
583,912.79,41.486,171,8.612219,204.1,11.520241,91.28
584,922.5930641,68.21650832,56.78078065,9.838116036,81.21720479,13.0450881,8.630765356
585,916.25,79.754,48.6,1.0737312,99.8,1.5882274,41.99
586,922.1,62.96,231.6,1.789552,228.8,2.5277422,11.71
587,919.32,67.532,142.6,1.0961006,124.1,1.7448132,16.76
588,918.38,64.166,195.8,5.0107456,205,5.9502604,16.3
589,919.9401109,76.96897212,179.5235946,4.788759632,191.5540599,5.717718473,19.47201277
590,918,60.314,187.5,4.2725554,207.6,5.5476112,35.83
591,920.81,59.072,181.6,9.0148682,186.3,9.9096442,20.05
592,918.9812134,79.76906271,187.8472802,2.358614612,69.13012456,3.55130611,26.11100432
593,925.3,72.77,227.2,2.6619586,221.8,3.5343652,15.79
594,917.54,77.504,150.7,2.1474624,207,3.4448876,35.49
595,920.3048566,59.27547873,38.58008168,5.782927755,59.23580704,7.288502638,13.71033915
596,916.35,44.708,176.1,9.5293644,187.3,11.8110432,92.19
597,920.3726566,75.56837539,183.709306,3.168316887,191.7675125,3.875470011,12.7482237
598,921.16,57.2,188.6,3.0869772,199.5,4.6304658,28.43
599,914.2,72.392,212.9,2.2593094,227.2,2.9527608,23.03
600,916.72,86.936,272,2.1922012,187.2,2.8632832,29.05
601,920.31,83.138,53.2,14.1598302,74.5,17.7389342,26.39
602,922.8831801,69.77771706,194.0165857,3.285986898,219.828704,4.356205907,19.2816672
603,920.8,57.542,211.5,7.0910998,223.7,8.500372,73.17
604,914.07,47.048,319.9,3.7356898,229.9,4.921268,92.14
605,916.47,66.092,65.1,2.572481,83.1,3.3777794,89.08
606,914.87,53.078,210.8,1.3869028,142.5,2.0356154,81.4
607,915.6,76.28,188.4,1.8566602,173.8,2.3711564,21.61
608,917.6,69.656,328.3,1.5211192,227.8,2.348787,13.38
609,924.3182803,71.87335584,196.9072645,5.925072383,216.1900676,7.465310917,15.26333978
610,921.7721683,47.94241404,44.66195145,12.9398806,66.83015742,17.08765891,32.68783799
611,923.87,48.362,199.9,6.1739544,217.5,7.493749,42.84
612,921.1687386,63.98410533,75.02590747,4.718126612,91.24646104,5.96482484,10.46459156
613,919.3,39.956,192.1,1.4092722,108.7,2.1922012,83.81
614,921.09,72.41,180.2,1.2750558,189.6,1.901399,17.3
615,918.2699194,53.55901829,89.81069313,5.085931369,97.3363786,7.974817452,18.65590535
616,917.2,75.506,177.6,7.4042714,182.9,8.2095698,14.35
617,920.24,74.408,173.1,6.487126,180.7,7.3595326,27.88
618,918,59.342,175.6,5.144962,188.1,6.3529096,60.74
619,916.8180715,74.30292525,177.5575635,6.654340972,183.6850752,7.469132162,13.59463032
620,921.2,56.786,192.3,9.5517338,201.4,11.0057448,59.79
621,920.1103502,74.81870794,237.4552092,2.361333411,239.5604456,3.044961821,16.12995176
622,921.88,47.57,45.6,13.2203154,67.4,17.4033932,31.99
623,923.3,58.874,69.8,8.1200922,86.6,10.0214912,33.05
624,916.17,56.57,239.1,7.717443,254.7,9.6635808,70.8
625,912.4,50.774,171.6,,181.4,4.8317904,86.84
626,915.93,64.118,97,3.452344067,120.4,4.324750667,47.22666667
627,921.4331658,64.63477581,72.4034958,5.024051647,92.62351536,6.936517565,9.220569973
628,919.1250905,62.99067247,168.8133624,3.853190247,191.5992818,5.211909552,20.8758446
629,919.511475,55.09340486,213.9508314,4.118457284,223.6653854,4.8332782,18.0051154
630,921.7634017,66.02246657,73.17650186,2.851264734,93.43341373,3.797460682,11.01582384
631,918.35,75.92,126.3,1.6105968,169,2.572481,16.22
632,922.18,75.218,146.3,0.9618842,95.6,1.5434886,14.65
633,918.73,53.96,184.1,5.59235,195.1,7.0910998,33.7
634,919.4074045,64.49647735,54.71052802,8.381485861,68.62703419,10.32079993,16.71937892
635,919.5613761,61.8557198,55.9887825,6.971292337,69.14995648,8.514192559,17.41660863
636,919.48,36.752,311.4,3.5119958,133.9,5.2344396,41.76
637,916.7,49.802,171.7,6.4423872,199.8,9.1043458,80.15
638,922.2212036,69.73657834,53.37770601,16.90820368,72.38752025,21.44342788,9.870100982
639,922.69,69.17,55.2,9.6412114,83.1,13.1308378,7.49
640,922.99,55.76,41.2,9.283301,66.1,12.1018454,16.82
641,922.37,56.48,110.6,1.8790296,90.9,3.1764548,65.54
642,920.75,49.1,179.9,7.8740288,191.4,9.4846256,91.7
643,916.37,76.748,206.7,4.0488614,215.3,4.8317904,18.53
644,917.85,53.312,178.4,1.7000744,197.3,2.7066974,38.36
645,914.25,52.556,179,7.9635064,188.9,9.3727786,49.79
646,920.5677648,59.88705019,55.74994178,17.64193067,77.1206053,23.19415116,10.24746225
647,918.8465982,74.9380125,185.3958612,3.063335637,189.2442459,3.831911189,8.691746315
648,921.6893583,65.95033957,73.35507716,2.946745948,93.34630383,3.925093732,10.84552398
649,919.7627531,77.67214353,179.4192665,5.33070988,191.8554522,6.306343862,19.80702189
650,916.9,73.292,239.7,1.5211192,275.3,2.348787,35.33
651,920.2774169,74.36171745,199.5489821,4.599091431,211.7656778,5.582473139,10.93387416
652,915.47,64.94,174.4,1.2974252,219.9,1.9237684,50.28
653,919.18,74.84,51.7,21.3404076,76.1,26.3511532,9.19
654,926.61,66.974,40.1,7.8069206,64.7,10.737312,17.63
655,916.51,82.22,154.2,2.2145706,81.6,3.0869772,26.74
656,920.83,66.344,,15.4572554,189.4,16.4862478,23.77
657,915.4,69.836,177.4,3.8699062,186.6,4.7199434,10.79
658,919.2829423,63.33495992,44.92114613,4.419148423,80.74229227,6.230537572,16.25865948
659,924.0254996,60.10924157,54.03230641,18.82721552,71.65980432,23.47878185,12.90833003
660,917.04,42.134,171.3,12.415017,190,16.553356,83.25
661,918,75.74,181.7,4.9436374,193.4,6.151585,28.38
662,917.16,90.266,331.8,2.8185444,249.9,4.2949248,20.71
663,912.41,47.48,61.4,8.6345884,73.4,10.6478344,73.83
664,914.43,74.246,176.9,4.2054472,194.4,5.1897008,19.45
665,915.89,49.802,187.3,8.4780026,198.2,10.3570322,92.12
666,923.6682736,60.30090707,52.93314942,18.1894777,68.77451724,22.97934861,11.45538189
667,915,58.01,190.1,1.2079476,246.4,2.23694,73.28
668,920.02,74.552,199.7,4.6528352,211.8,5.6147194,10.73
669,917.3189871,74.06660772,177.1700401,2.643176606,190.1902975,3.28301697,12.95510614
670,910.92,48.362,156.5,,177.5,16.1283374,80.56
671,921.37,60.98,42.5,21.5417322,53.6,25.6353324,11.98
672,922.4489447,72.86377341,,3.682369652,214.1961596,4.849449864,16.75367005
673,914.3,48.182,177.5,2.4830034,203.4,3.1764548,90.97
674,921.4598436,77.05329522,51.78235191,5.990086111,74.5180392,8.118863436,12.93258877
675,920.5981216,53.15492763,44.82549729,5.349240348,73.4216297,7.247049116,19.31840056
676,914.1543889,81.51024959,125.4532936,2.651553969,141.8370439,3.416936676,20.23164433
677,922.357267,74.35871192,166.889017,4.179192563,209.9591329,6.903574224,12.49026787
678,917.3,70.088,183.7,2.6395892,201,3.4225182,36.38
679,914.79,48.272,218.6,5.6147194,171.1,8.0082452,90.89
680,918.94,68.81,248.2,3.35541,59.7,4.5409882,25.98
681,913.5,68.234,181,3.1093466,190.8,3.7580592,50.48
682,921.11,41.234,197.1,17.7613036,114.7,20.356154,89.84
683,923.4,42.692,192.9,2.572481,87.3,3.467257,72.57
684,921.32,60.674,110,4.0936002,54,4.8988986,23.77
685,920.92,74.21,60.9,8.4556332,76.3,10.6702038,15.74
686,916.62,46.922,186.6,8.3661556,192.5,9.5741032,70.61
687,912.39,41.522,35.3,3.8475368,50.5,4.5633576,86.74
688,918.9445621,62.35351331,165.6275666,3.512705065,189.1214407,4.657631348,23.29704941
689,916.28,71.69,185.2,4.026492,200,4.7423128,43.06
690,913.66,80.204,146.6,2.3040482,145.3,3.0646078,28.26
691,921.34,70.016,100.1,2.23694,148.2,3.3106712,6.29
692,919.5,68.738,228.7,4.138339,247.3,5.4133948,15.03
693,917.9,76.802,154.1,2.5501116,199.4,3.4001488,30.31
694,925.3,70.466,64.6,6.7331894,72.3,7.941137,13.23
695,915.97,63.734,205.7,2.3935258,220.3,3.0869772,87.25
696,918.4,78.422,257.4,1.7671826,277.4,2.3040482,28.73
697,922.2,45.68,285.7,2.2816788,281.5,3.3106712,20.11
698,919.78,65.498,184.3,2.3040482,81.3,2.8409138,36.24
699,919.8881282,68.6878221,228.5177299,3.96085768,247.9540281,5.185547159,14.49283919
700,916.04,62.132,50.2,3.7580592,63.9,4.6752046,26.11
701,921.36,50.45,218.5,9.0148682,229.2,10.4688792,80.6
702,914.9,53.942,164.5,4.0041226,185.2,4.9883762,75.77
703,922.4126587,64.01853693,127.9816953,3.250916119,102.5527878,4.844723245,15.98261038
704,916.03,62.51,186.5,6.2186932,191.8,6.822667,31.85
705,911.9,59.072,199.8,1.2750558,239.5,1.8342908,77.63
706,917.44,64.778,34.6,19.1705758,62.4,25.8590264,13.31
707,918.3268845,74.36302054,70.44776604,3.751717266,101.9168388,5.206253515,10.44641484
708,909.19,46.49,111.3,2.7738056,29.5,3.8922756,48.85
709,921.0566467,58.08519069,60.32354005,4.203757727,71.91681801,5.01394453,21.93489479
710,916,58.136,178.6,11.4531328,188.5,13.8466586,36.26
711,919.7,76.208,31.2,1.0737312,74,1.5211192,15.24
712,915.89,82.4,210.7,0.9171454,220.5,1.4316416,22.98
713,921.1602913,75.18941772,225.5375403,2.17327441,250.6381519,2.917762771,43.57119848
714,921.35,61.808,64.9,7.605596,79.6,9.5964726,18.47
715,923.6,65.03,62.3,7.0910998,75.1,8.4108944,20.86
716,920.7012114,73.85313148,61.19171814,8.236906106,76.45666344,10.3825958,15.90260585
717,916.3,73.922,223.6,1.5882274,240.1,2.3040482,13.67
718,919.3,63.608,171.9,4.1830778,194,5.7489358,18.53
719,923.9,62.69,95.4,2.9527608,74.1,4.6304658,30.84
720,913.7,98.906,192.7,2.125093,53.4,3.35541,11.49
721,921.17,70.322,52.1,17.6941954,70.5,22.1904448,9.42
722,923.349127,48.61116093,46.68734576,14.14179401,67.6011823,18.17721691,17.20328308
723,917.01,51.836,130.2,1.6105968,159.9,2.348787,70.01
724,920.7374477,70.92035517,41.53551279,5.544515244,64.37374709,7.380194375,10.10008289
725,917.4,70.736,187,1.1855782,220.7,1.7224438,39.45
726,920.86,42.134,177.4,8.3214168,192.6,10.5807262,92.31
727,920.9352433,64.8842063,47.92704625,15.0116453,64.31886125,18.62760708,9.895457057
728,917.8287728,80.83583716,117.27339,2.774862772,46.80317197,3.597287633,20.13330499
729,916,81.518,98.4,1.7000744,99.6,2.5053728,21.36
730,923.8916608,56.98687988,51.38338334,13.33987076,67.7590757,17.4962426,17.60882962
731,922.9701665,51.39184697,33.81094226,,59.29008856,11.11155532,34.80775347
732,913.5,56.336,221.9,2.2145706,254.4,2.9527608,74.33
733,916.18,49.568,181.6,7.2476856,191,8.9253906,83.62
734,918.2739689,55.58358679,47.85212764,6.503472883,63.63130116,7.912205077,24.38384619
735,913.49,65.39,172.3,2.6395892,187.5,3.4448876,51.06
736,910.57,46.562,181,15.65858,190.8,18.8126654,89.88
737,917.8951297,76.80469009,104.7710204,1.632704934,97.17876295,,13.77131052
738,922.352876,69.39881071,69.95425257,6.147785059,91.61745076,7.738438622,12.7296686
739,919.1,87.602,275.7,2.1027236,133.6,3.2659324,14.57
740,917.21,82.742,171.6,2.7738056,204.3,3.6238428,24.62
741,916.8245105,86.67660439,118.6664371,2.359806477,45.91920387,3.17288152,18.15816846
742,917.1,61.502,189.1,3.7356898,197.5,4.3396636,32.68
743,917.07,47.102,162.2,4.5409882,184.1,6.487126,69.87
744,920.1,58.82,134.5,1.7224438,137.8,2.6619586,54.67
745,916.48,72.122,170.6,4.697574,182.7,5.8607828,36.26
746,924.51,71.906,196.7,6.6437118,217.9,8.276678,15.81
747,920.1,45.86,141.3,1.5211192,180.6,2.23694,72.66
748,913.05,50.054,174.3,5.5028724,188.6,6.7779282,58.79
749,919.17,79.988,167,5.0778538,183.7,6.6437118,22.24
750,921.1593821,66.43582854,207.4289011,2.868671135,232.3911204,3.823486295,44.42683702
751,924.46,53.456,179.3,3.8922756,201.6,5.2120702,25.21
752,920.7591399,66.68754823,197.9342196,4.171357793,210.5176416,5.050586421,13.59904279
753,918.21,49.856,89.5,5.5476112,99.6,8.9924988,18.09
754,914.0271982,73.21899786,219.4332582,1.500595219,125.443514,2.203273713,25.56141102
755,921.264866,76.37283607,226.3566991,1.909191129,249.387781,2.580273129,47.02509101
756,921.31,61.34,48.1,7.7845512,55.8,9.1043458,35.42
757,914.9,75.02,167.2,4.1830778,180.7,5.3910254,38.72
758,919.37,65.138,54.4,8.724066,68.5,10.7596814,16.55
759,914.46,76.874,113.6,1.2974252,132,2.0803542,56.39
760,919.9018072,72.98237106,56.40546185,6.80400791,73.66729587,8.417063264,12.52558362
761,924.5712602,60.42124026,161.7688273,1.995469162,167.0977389,2.984585085,10.01870967
762,917.4852324,83.6369742,199.3531854,1.670929847,94.16482241,2.688247598,18.99148033
